ricf_oid_2013	ba_rdt	ba_cn	ba_en	ba_rid	ba_org	ba_msn	ba_srv	ba_ntr	ba_rng	ba_reg	ba_sup	ba_fdt	ba_fnd	ba_add	ba_zip	ba_prv	ba_ct	ba_gis	ba_wb	ba_chr	ba_sec	ba_cpn	ba_cpp	ba_phn	ba_fax	ba_eml	ba_gvm	ba_pgv	ba_nfe	ba_nv	ba_evl	ba_sf	ba_tax	ba_src	ba_bn	ba_sn	ba_mn	ba_brn	ba_rn	ba_pbl	ba_pm	ba_po	ba_ai	ba_ap	ba_hr	ba_nc	ba_fr	ba_tr	ba_rcp	ba_mt	ba_trn	ricf_oid	ba_uscc
966	2013	哈尔滨文物保护基金会	Ha'erbin Cultural Relics Protection Found	黑基证字第0026号	69260039-9	遵守中华人民共和国宪法、法律、法规和国家政策，遵守社会道德风尚，联络和争取省、市关心文物、博物馆事业的团体和个人的支持和赞助。	组织宣传《文物保护法》，募集文物保护资金，资助文物保护项目和保护建筑的修缮，开展公益活动、咨询服务等，促进文物保护事业的发展。	公募	地方	省级民政部门	哈尔滨市文化局	2009-07-30 00:00:00	400万元		150010	Heilongjiang Sheng	Haerbin Shi	[45.77494, 126.62438]		刘少鹏	姜欧	贾秀芬		0451-84312949		hebwwbhjjh_2949@163.com	0.0	0.0	6.0	0.0	未参评	0.0	无																			966	532300006926003994
967	2013	哈尔滨理工大学教育发展基金会	Harbin University of Science and Technolo	黑基证字第0040号	560631580	遵守中华人民共和国宪法、法律、法规和国家政策，遵守社会道德风尚，为社会公益事业服务。推动哈尔滨理工大学教育事业的发展，致力于加强哈尔滨理工大学与国内外各界的联系和合作，提	对外的联系与合作；以多种渠道、多种形式募集资金和接受社会捐赠；管理与运作基金；资助哈尔滨理工大学的建设与发展项目；奖励和资助哈尔滨理工大学教师和学生；奖励为哈尔滨理工大学	非公募	地方	省级民政部门	黑龙江省教育厅	2010-10-12 00:00:00	200万元		150080	Heilongjiang Sheng	Haerbin Shi	[45.649258, 126.61947]	http://202.118.201.20/xyjj/index.php	高军	计东海	张剑峰	秘书	0451-86390829	0451-86390004	xyb@hrbust.edu.cn	0.0	0.0	7.0	0.0	未参评	0.0	非营利组织免税资格																			967	532300005606315803
968	2013	响水县见义勇为基金会	Xiangshui Foundation for Justice and Cour	苏民基证字第00373号	509161421	弘扬社会正气，奖励见义勇为。	组织募捐活动；接受政府资助和社会捐赠；奖励和表彰见义勇为人员。	公募	地方	省级民政部门	江苏省公安厅	2011-12-13 00:00:00	500万元		224600	Jiangsu Sheng	Yancheng Shi	[34.19625, 119.5825]	http://www.xsjyyw.com/	张正华	周庆彦	吴兆生	响水县公安局政治处副主任	0515-86862302	0515-86862302-50097	xsgaxjk@163.com	1.0	0.0	3.0	1.0	1A	0.0	公益性捐赠税前扣除资格																			968	53320000509161421J
969	2013	嘉兴市农业技术推广基金会	Jiaxing City Agricultural Technology Prom	浙基证字第51136号	A9337692-2	根据国家和省农业技术推广的法律、法规、方针、政策，以科学发展观为统领，坚持科技兴农，资助基层农业科技成果和实用技术的试验示范推广，资助农作制度和农技推广体制创新，为转变农	资助基层农技试验示范推广项目，开展农技培训、研讨与交流。	公募	地方	省级民政部门	浙江省农业厅	2013-11-15 00:00:00	400万元		314000	Zhejiang Sheng	Jiaxing Shi	[30.769714, 120.7433]	http://zjnpo.foundationcenter.org.cn/jxsnyjstgjjh/index.html	蒋唯民	高寅华	梅正祥	副秘书长	0573-83962961	0573-83962961	2438254303@qq.com	0.0	0.0	2.0	0.0	未参评	0.0	无																			969	53330000A933769207
970	2013	嘉兴市南湖区农业技术推广基金会	Jiaxing Nanhu Agricultural Technology Pop	浙基证字第51144号	A9337701X	资助农技成果、实用技术、农作制度创新的试验、示范、推广。	资助农技试验示范推广项目，开展农技培训、研究与交流。	公募	地方	省级民政部门	浙江省农业厅	2013-12-23 00:00:00	500万元		314000	Zhejiang Sheng	Jiaxing Shi	[30.747843, 120.78303]	http://zjnpo.foundationcenter.org.cn/jxsnhqnyjstgjjh/index.html	施俊发	景筱荣	景筱荣	秘书长	0573-82838451	0573-82838451	jxr3322@163.com	3.0	0.0	1.0	0.0	未参评	0.0	无																			970	53330000A9337701X4
971	2013	嘉兴市教育基金会	Jiaxing Education Foundation	浙基证字第51017号	50187674-8	以党和国家的教育方针、政策为指导，根据《中华人民共和国宪法》、《中华人民共和国教育法》、《中华人民共和国教师法》和国家有关法规、规章的有关规定，发动社会各方面的力量和海外	制定基金募集、使用条例和相关计划。负责管理基金。表彰捐款单位和个人。开展奖励优秀教师和学生及办学成绩显著的单位和个人等项活动；兴办有利于教育发展和尊师重教的各项事业和活动	公募	地方	省级民政部门	浙江省教育厅	1989-03-28 00:00:00	405万元		314001	Zhejiang Sheng	Jiaxing Shi	[30.736855, 120.79212]	http://zjnpo.foundationcenter.org.cn/jxsjyjjh	范巴陵	曹怀云	邹蓉	嘉兴市教育局计财处科员	0573-82084486	0573-83887399	zyx007628@sina.com	0.0	0.0	0.0	3.0	   	0.0	无																			971	53330000501876748U
972	2013	嘉兴市温商慈善基金会	Jiaxing wenshang Charitable Foundation	浙基证字第52156号	A93376703	聚温商情、传温商爱、解困者忧、行天下善。	对发生自然灾害地区进行捐助和帮扶；开展“助学、助医、助老、助孤、助残、助困”等系列公益活动。	非公募	地方	省级民政部门	浙江省民政厅	2013-05-08 00:00:00	400万元		314000	Zhejiang Sheng	Jiaxing Shi	[30.74613, 120.755486]	http://zjnpo.foundationcenter.org.cn/jxswscsjjh/index.html	周阳	周阳	徐越	办公室	0573-82876280	0573-82876280	2867074362@qq.com	0.0	0.0	4.0	10.0	未参评	0.0	公益性捐赠税前扣除资格, 非营利组织免税资格																			972	53330000A933767033
973	2013	嘉兴市秀洲区农业技术推广基金会	Jiaxing Xiuzhou Agricultural Technology P	浙基证字第51143号	A93377001	资助农技成果、实用技术、农作制度创新的试验示范与推广。	资助农技试验示范推广项目，开展农技培训、研究与交流。	公募	地方	省级民政部门	浙江省农业厅	2013-12-23 00:00:00	400万元		314001	Zhejiang Sheng	Jiaxing Shi	[30.760777, 120.72167]	http://zjnpo.foundationcenter.org.cn/jxsxzqnyjstgjjh/index.html	周志明	高梅生	高梅生		0573-82720687	0573-82720687	zjjxgms@163.com	0.0	0.0	3.0	0.0	未参评	4000000.0	无																			973	53330000A93377001C
974	2013	嘉兴市见义勇为基金会	Jiaxing Foundation for Justice and Courage	浙基证字第51115号	50188407-8	践行科学发展观，倡导见义勇为，弘扬社会正气。	宣传见义勇为好人好事，表彰奖励见义勇为先进分子。	公募	地方	省级民政部门	浙江省公安厅	2010-04-15 00:00:00	400万元		314031	Zhejiang Sheng	Jiaxing Shi	[30.759178, 120.717834]	http://www.jxgaj.gov.cn/foundation/	沈炳康	杨时燕	沈林勤	办公室工作人员	0573-82711110	0573-82711110	jxsjyywjjh@163.com	1.0	0.0	1.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			974	53330000501884078G
975	2013	嘉善县农业技术推广基金会	Jiashan Agricultural Technology Populariz	浙基证字第51137号	A93376930	根据国家和省农业技术推广的法律、法规、方针、政策，以科学发展观为统领，坚持科  技兴农，资助基层农业科技成果和实用技术的试验示范推广，资助农作制度和农技推广  体制创新，为转	资助基层农技试验示范推广项目，开展农技培训、研讨与交流	公募	地方	省级民政部门	浙江省农业厅	2013-11-15 00:00:00	400万元		314199	Zhejiang Sheng	Jiaxing Shi	[30.829258, 120.906296]	http://zjnpo.foundationcenter.org.cn/jsxnyjstgjjh/index.html	郁秀英	郁秀英	郁新伟	理事	0573-84237039	0573-89102339	ymzxdj@163.com	1.0	0.0	0.0	0.0		0.0	无																			975	53330000A933769308
976	2013	四会市见义勇为基金会	Sihui Foundation for Justice and Courage	粤基证字第0104号	76291147-6	表彰见义勇为精神，弘杨社会风气，促进社会稳定。	为见义勇为人士筹集、管理、使用资金，使有限的资金落到实处，发挥应有的社会效益。	非公募	地方	省级民政部门	中共四会市委政法委员会	2004-04-01 00:00:00	184万元		526200	Guangdong Sheng	Zhaoqing Shi	[23.339088, 112.69185]		江沛良	李明池	李明池	秘书长	0758-3341672	0758-3266263	sihuizhengfawei@163.com	0.0	0.0	3.0	0.0	未参评	0.0																				976	53440000762911476U
977	2013	四川仁爱医疗基金会	Sichuan Benevolence Medical Foundation	（川）基证字第519号	69225569-5   	在遵守中华人民共和国宪法、法律、法规和政策，遵守社会道德规范的基础上,从医疗援助、医疗康复、医疗科研、养老医疗、特殊教育、心理援助和扶贫助残等领域帮助社会群体和个人，积极	残疾儿童康复治疗、特殊教育、妇女儿童心理干预、咨询服务、孤残儿童生活安置。	非公募	地方	省级民政部门	四川省卫生厅	2009-07-20 00:00:00	210万元		610000	Sichuan Sheng	Chengdu Shi	[30.620462, 104.04268]	http://www.bmf-sc.com/	段唯	胡斌	朱晓清	行政	028-85174804	028-85154617	billhu@vip.163.com	0.0	0.0	2.0	770.0	未参评	0.0	公益性捐赠税前扣除资格, 非营利组织免税资格																			977	535100006922556955
978	2013	四川共缘教育基金会	Sichuan Gongyuan Education Foundation	（川）基证字第512号	66278240-0	支持教育发展，为教育发展提供服务，奖教、助学。	多渠道募集资金，奖优助贫，提供课题经费，开展支教活动。  	非公募	地方	省级民政部门	四川省教育厅	2007-06-25 00:00:00	210万元		610036	Sichuan Sheng	Chengdu Shi	[30.718967, 104.023346]	http://www.scgyef.org.cn	黄元文	黄元质	孙龙萍	理事	028-87516263	028-875101121	hyw@vip.163.com	0.0	0.0	3.0	4500.0	未参评	0.0	无																			978	535100006627824009
979	2013	四川圣爱特殊儿童援助基金会	Sichuan Holy Love Foundation 	（川）基证字第506号	50406110-6	人道、博爱、廉洁、为公。	募集资金，为无机会入学的残障人士提供特殊教育、康复训练、就业培训以及就业安置等养老服务。	非公募	地方	省级民政部门	四川省科协	1994-12-25 00:00:00	856万元		610072	Sichuan Sheng	Chengdu Shi	[30.6776, 104.04386]	http://www.holylove.cn	孟长寿	黄丽	李跃	办公室工作人员	028-61358550	028-87772543	holylove93@yahoo.com.cn	0.0	0.0	3.0	0.0	3A	0.0	公益性捐赠税前扣除资格																			979	53510000504061106N
980	2013	四川大学教育基金会	Sichuan University Education Foundation	基证字第1071号	50002176-4	遵守中华人民共和国宪法、法律、法规和国家政策，遵守社会道德，致力于加强四川大学与国内外各界的联系和合作，争取国内外的团体和个人的支持与捐赠，提高四川大学教育教学质量、学术水平和国际国内影响，推动四川大学教育事业的发展。	设立教师奖励基金、学生奖励基金、科学研究资助基金、事业发展基金校园建设基金以及符合本基金会宗旨的其他基金项目；资助学生社会团体活动；资助其他合乎捐赠者意愿、与四川大学教育事业发展相关的公益活动。	非公募	全国	民政部	教育部	2010-04-22 00:00:00	2,000万元	四川省成都市一环路南一段24号四川大学望江校区行政楼406、408、410室	610065	Sichuan Sheng	Chengdu Shi	[30.634447, 104.07824]	http://foundation.scu.edu.cn/	李虹	荣建国	王亚宜	项目管理部部长	028-85401237	028-85402139	scuef@scu.edu.cn	0.0	0.0	17.0	108.0		0.0	公益性捐赠税前扣除资格					0.0	0.0	内部发行刊物											川税字510107500021764	980	531000005000217642
981	2013	四川孔子教育基金会	Sichuan Confucius' Education Foundation	（川）基证字第535号	05608475-X	奖教助学、传播儒学、资助儒家教育文化事业发展，资助川大及我省其它教育单位国学教育和学术研究 。	奖教助学，资助教育研究及交流合作等。	非公募	地方	省级民政部门	成都市教育局	2012-11-13 00:00:00	200万元		610065	Sichuan Sheng	Chengdu Shi	[30.551676, 104.06684]	http://cdzx2010ftp.gotoip1.com/	邱俊峰	罗敏	周志颖	行政兼出纳	028-85238550	028-85238550	10121881@qq.com	0.0	0.0	1.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			981	5351000005608475X8
982	2013	四川宜宾学院教育发展基金会	Sichuan Yibin University Education Develo	（川）基证字第542号	80730993	开展主要面向宜宾学院的助学、助教、改善办公条件及其他有关活动，促进宜宾学院教育及其他有关事业健康发展。本基金会遵守中华人民共和国宪法、法律、法规和政策，遵守社会公德。	从事与教育相关的公益活动	非公募	地方	省级民政部门	宜宾市教育局	2013-10-24 00:00:00	200万元		644000	Sichuan Sheng	Yibin Shi	[28.791119, 104.61119]	http://dep.yibinu.cn/xiaoyou/	吴永坤	王小拉	孙宏霞	工作员	0831-3531135	0831-3530903	ybxyxyzh@163.com	0.0	0.0	3.0	100.0	未参评	0.0	无																			982	53510000080730993N
983	2013	四川广安中学教育发展基金会	Sichuan Guang'an Middle School Education 	（川）基证字第530号	590476286	遵守宪法、法律、法规和国家政策，遵守社会道德风尚；推动学校建设和发展，提高教育质量和办学水平，奖教助学。	改善办学条件，奖励优秀师生，资助贫困学生；资助教学研究等活动。	非公募	地方	省级民政部门	广安市教育局	2012-01-13 00:00:00	210万元		638000	Sichuan Sheng	Guangan Shi	[30.463535, 106.64646]	http://www.guangjihui.org	蒋登伦	伍孝龙	张腾付		0826-5182862	0826-2222123	1271431645@qq.com	0.0	0.0	4.0	0.0		0.0	无																			983	53510000590476286L
984	2013	四川德瑞教育发展基金会	Sichuan Derui Education Development Found	（川）基证字第514号	67838027-0	为教育事业发展服务，支持和推动学校的建设和发展。	奖励学校做出突出贡献的优秀教职工和品学兼优的在校学生；资助学校在校贫困教师和学生；资助学校人才引进；资助优秀教师及在校学生出国交流、参加国际学术会议；资助学校改善、更新教	非公募	地方	省级民政部门	四川省教育厅	2008-08-22 00:00:00	210万元		610031	Sichuan Sheng	Chengdu Shi	[30.675743, 104.05125]		刘明焱	黄勇	罗玲	办公室主任	028-89993889	028-87739259	814034432@qq.com	0.0	0.0	2.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			984	53510000678380270K
985	2013	四川成都蓝光助学基金会	Sichuan Chengdu Languang Student Grants F	（川）基证字第526号	56074317-9	聚焦贫困儿童及青少年教育领域，张扬尊师重教优良传统，汇八方捐助，全力支持和推动中国教育及相关事业的持续发展。	在各类学校中，奖励优秀师生，帮困助学，改善办学条件，开展援助师生的交流活动。	非公募	地方	省级民政部门	成都市教育局	2010-09-20 00:00:00	200万元		600731	Sichuan Sheng	Chengdu Shi	[30.691359, 104.05224]		王晓丽	唐珺	王晓丽	理事长	028-87826191	028-87826192	tangjun@brc.com.cn	0.0	0.0	0.0	50.0	未参评	0.0	公益性捐赠税前扣除资格																			985	53510000560743179U
986	2013	四川烛光教育国际交流基金会	Sichuan candlelight International Educati	（川）基证字第537号	06677147-3	遵照中华人民共和国宪法、法律、法规和国家政策规定，开展教育多层次、宽领域的国际交流与合作，促进四川教育事业发展。	接受政府资助和社会各界人士捐助；促进教育国际交流并开展合作项目；开展和资助教师海外研修培训；资助相关教育机构引进海外优秀教育资源；	非公募	地方	省级民政部门	四川省教育厅	2013-04-27 00:00:00	450万元		610015	Sichuan Sheng	Chengdu Shi	[30.65475, 104.065315]		杨建国	郑良忠	施建荣	副秘书长	028-86139273	028-86113730	156108102@qq.com	0.0	0.0	0.0	0.0	未参评	0.0	无																			986	53510000066771473F
