机构ID	数据年度	机构名称	基金会英文名称	登记证号	组织机构代码	宗旨	业务范围	基金会类型	成立时间	原始基金数额	登记部门	业务主管单位	基金会地址	邮编	秘书长	理事长	对外联系人姓名	联系人职务	联系人固话	联系人传真	联系人电子邮箱	机构官网	负责人中国家工作人员数	负责人中担任过省部级工作人员数	专项基金数	专职工作人员数	志愿者数量	评估情况	税收优惠资格取得情况
838	2014	南通市崇川区见义勇为基金会	Nantong Chongchuan Foundation for Justice and Courage	苏民基证字第0300号	50916068-0	弘扬中华民族见义勇为传统美德，匡扶社会正义，维护社会稳定，促进社会主义精神文明建设。	组织募捐活动；接受政府资助和社会捐赠；奖励和表彰见义勇为人员。	公募	2012年12月12日	400万元	省级民政部门	江苏省公安厅	江苏省南通市崇川区青年西路198号	226006	汤伟	顾昌进	汤军锋	南通市公安局崇川分局政工科文员	0513-85029832	0513-85029889	1290140358@qq.com								公益性捐赠税前扣除资格
839	2014	南通市广播电视大学教育发展基金会	Nantong Radio and Television University Education Development Foundation	苏民基证字第00349号	509161173	遵守中华人民共和国宪法、法律、法规、规章和国家政策；遵守社会道德风尚；致力于加强南通市广播电视大学与各地校友和国内外各界友好人士的联系与合作；筹集办学资金，开展经常性的助学、助教活动，奖励、资助南通市广播电视大学师生；积蓄财力，推动南通市广播电视大学教育事业的发展。	接受政府资助和社会捐赠；资助贫困学生完成学业；奖励优秀师生；支持学校的建设与发展。	非公募	2011年08月08日	400万元	省级民政部门	江苏省教育厅	江苏省南通市崇川区中远路169号	226006	沈岳	黄书明	丁参		0513-83559299	0513-83559260	dingcan1985@126.com	http://www.nttvu.edu.cn/jyfzjjh/index.html							公益性捐赠税前扣除资格
840	2014	南通市慈善基金会	Nantong Charity Foundation	苏民基证字第00120号	50915885-5	慈心为人，善举济世	接受社会捐赠与政府资助，组织募捐，资助城乡特困人员就医、就学和基本生活。	公募	2007年08月30日	400万元	省级民政部门	江苏省民政厅	江苏省南通市崇川区环城南路23号	226001	李云生	程亚民	钱芳	秘书处	0513-85584343	0513-85584343	ntcsh999@163.com	http://www.ntcs.org.cn/							公益性捐赠税前扣除资格
841	2014	南通市法律援助基金会	Nantong Legal Aid Foundation	苏民基证字第00289号	50916057-6	保障经济困难的公民获得必要的法律服务，促进司法公正，推动南通法律援助事业持续发展。	组织法律援助资金的募集、管理和使用；接受来自国（境）内外的捐赠；在国家政策、法律许可的范围内进行基金保值、增值；开展符合本会宗旨的各项资助活动；资助法律援助宣传活动；资助开展与基金会宗旨相关的咨询服务、专业培训和国际交流。	公募	2010年10月11日	500万元	省级民政部门	江苏省司法厅	江苏省南通市崇川区工农南路150号政务中心法律援助中心	226001	丁学进	陆兴达	夏征非	秘书	0513-59001728	0513-59001726	nt12348@126.com	http://ntflyz.org/							公益性捐赠税前扣除资格
842	2014	南通市港闸区慈善基金会	Nantong Gangzha Charity Foundation	苏民基证字第00125号	50915890-0	以人为本，关爱民生，扶贫济困，努力构建和谐社会。	接受社会捐赠，组织募捐活动，资助城乡特困人员就医就学和基本生活。	公募	2007年09月10日	400万元	省级民政部门	江苏省民政厅	江苏省南通市港闸区城港路58号	226005	周金华	陈永红	陈茂挺	局长	0513-85609601	0513-85609607									公益性捐赠税前扣除资格
843	2014	南通市港闸区见义勇为基金会	Nantong Gangzha Foundation for Justice and Courage	苏民基证字第00348号	509161165	弘扬中华民族见义勇为传统美德，匡扶社会正义，维护社会稳定，促进社会主义精神文明建设。	组织募捐活动，接受政府资助和社会捐赠，奖励和表彰见义勇为人员。	公募	2011年07月29日	500万元	省级民政部门	江苏省公安厅	江苏省南通市港闸区外环北路668号	226011	支建明	秦彬	冯建新	副秘书长	0513-85026160	0513-85559631	54325300@qq.com								公益性捐赠税前扣除资格
844	2014	南通市爱心帮困基金会	Nantong Foundation for Poverty Alleviation	苏民基证字第00182号	50915949-5	依靠工会和社会力量，资助南通市区生活难为继的特困职工及其家庭成员和困难职工（含外来困难农民工）的就医、就学、就业和基本生活，帮助他们渡过难关。	接受政府资助和社会捐赠；资助特困职工及弱势群体；资助特困职工子女完成学业；对患重病困难职工进行医疗救助。	非公募	2008年08月20日	200万元	省级民政部门	江苏省总工会	江苏省南通市崇川区濠南路6号	226001	王海兵	朱淑娟	王海兵	秘书长	0513-85518738	0513-85519291	15312600039@189.cn								公益性捐赠税前扣除资格
845	2014	南通市老区扶贫基金会	Nantong Old Liberated Areas Foundation for Poverty Alleviation 	苏民基证字第00145号	50915910-2	心系革命老区，实施开发式扶贫，充分发挥社会参与扶贫的平台作用，扶持、帮助贫困户、低收入户和经济薄弱地区，发展生产，增加收放，为实现“全面建成小康社会”作出应有贡献。	接受政府资助和社会捐赠，组织募捐；扶持资助贫困地区和贫困户扶贫开发；总结推广扶贫开发脱贫致富的典型经验。	公募	2008年01月04日	400万元	省级民政部门	江苏省民政厅	江苏省南通市崇川区桃坞路44号	226006	陈学如	张琛	陈学如	秘书长	0513-85529229	0513-85529229	fpxh119119@163.com	http://laoqu.zgnt.net/node_6613.htm							公益性捐赠税前扣除资格
846	2014	南通市见义勇为基金会	Nantong Foundation for Justice and Courage	苏民基证字第00019号	50917220-0	弘扬中华民族见义勇为传统美德，匡扶社会正义，维护社会稳定，促进社会主义精神文明建设。	组织募捐活动；接受政府资助和社会捐赠；资助和奖励见义勇为人员。	公募	2000年08月16日	411万元	省级民政部门	江苏省公安厅	江苏省南通市崇川区青年东路199号	226007	刘春雨	陈振兴	葛杰	南通市见义勇为基金会办公室工作人员	0513-85020329	0513-85020327	2577045240@QQ.com	http://ntgajyyw.ntga.gov.cn							公益性捐赠税前扣除资格
847	2014	南通市通州区慈善基金会	Nantong Tongzhou Charity Foundation	苏民基证字第00118号	50915882-0	以人为本、关爱民生、扶贫济困、努力构建和谐社会，重点资助城乡特困户就医、就学和基本生活。	接受政府资助，接受法人、自然人、和其他组织的捐赠；组织慈善募捐活动；资助特困人员就医、就学、基本生活；协助政府、民间发展各项慈善事业；举办各种慈善服务机构；开展国内外慈善交流活动；按照捐赠者的意愿实施慈善资助项目。	公募	2009年11月16日	400万元	省级民政部门	江苏省民政厅	江苏省南通市通州市银河路祥和大厦四楼	226300	金建峰	张秀兰	成红梅	内勤	0513-86515143	0513-86121296	105472295@qq.com	http://npo.charity.gov.cn/orgwww/org/1523.html							公益性捐赠税前扣除资格
848	2014	南通市通州区见义勇为基金会	Nantong Tongzhou Foundation for Justice and Courage	苏民基证字第00376号	509161448	匡扶社会正义、弘扬见义勇为	组织募捐活动；接受政府资助和社会捐赠；奖励和表彰见义勇为人员	公募	2011年12月19日	500万元	省级民政部门	江苏省公安厅	江苏省南通市通州市金沙镇杏园路1号	226300	曹群英	吴刚	蔡俊炜		0513-86020123	0513-86512014	790758198@qq.com								公益性捐赠税前扣除资格
849	2014	南通开发区慈善基金会	Nantong Development-zone Charity Foundation	苏民基证字第00388号	50916158-7	依据《中华人民共和国宪法》、法律、法规和国家有关方针、政策，倡导和发扬人道主义精神，组织发动社会力量扶贫济困、赈灾救助，推动社会慈善事业发展，促进我区的三个文明建设。	接受政府资助和社会募捐；组织募捐活动；资助城乡特困人员就医、就学和基本生活；支持慈善事业发展	公募	2012年04月18日	500万元	省级民政部门	江苏省民政厅	江苏省南通市经济技术开发区通盛大道188号A座管委会大楼703室	226001	张晓华	顾明荣	陈飞	主任	0513-85926995	0513-85926995	www.675481975@qq.com		0.0	0.0	0.0	1.0	5789.0	未参评	非营利组织免税资格
850	2014	南通泰慕士爱心基金会	Nantong Times Charity Foundation	苏民基证字第00233号	50916001-5	践行“兴企报国，兴企为民”的价值理念，在企业发展的同时，高度关注社会，关注民生，关注弱势群体，积极推广爱心，通过“安老、扶助、助学、济困”等活动，以此带动企业干部员工、辐射整个社会一起来关心社会弱势，为他们撑起晴朗的天空。	接受政府资助和社会捐赠，资助城乡特困人员就医就学及基本生活；资助其他社会福利。	非公募	2009年09月26日	200万元	省级民政部门	江苏省民政厅	江苏省南通市如皋市如城镇益寿路666号	226500	田凤洪	杨敏	章兵	理事	0513-87503458	0513-87305566	117822605@qq.com	http://www.cf-times.org/default.aspx							公益性捐赠税前扣除资格
851	2014	南通理治教育发展基金会	Nantong Lizhi Education Development Foundation	苏民基证字第00385号	509161536	以资助普通教育为主，奖励品学兼优的学生和优秀在职教师，帮助经济困难家庭的学生完成学业，弘扬尊师重教的社会风尚，动员全社会关心和支持教育，促进教育事业健康持续发展。	接受政府资助和社会捐赠；资助贫困学生；奖励优秀师生；支持关于朱理治同志的相关研究及学术活动。	非公募	2012年02月28日	300万元	省级民政部门	江苏省教育厅	江苏省南通市崇川区中学堂街9号	226001	王建明	季军	许晓燕	会计	0513-85129222	0513-85129224	tzliming@jsmail.com.cn								公益性捐赠税前扣除资格
852	2014	江苏工程职业技术学院教育发展基金会	Nantong Textile Vocational Technology College Education Development Foundation	苏民基证字第00262号	50916028-5	遵守中华人民共和国宪法、法律、法规、规章和国家政策，遵守社会道德，致力于加强南通纺织职业技术学院与社会各界的联系和合作，筹集办学资金，奖励、资助南通纺织职业技术学院师生，推动南通纺织职业技术学院教育事业的发展。	接受政府资助与社会捐赠；资助贫困学生完成学业；奖励优秀师生；支持南通纺织职业技术学院的建设与发展。	非公募	2010年05月13日	300万元	省级民政部门	江苏省教育厅	江苏省南通市崇川区青年中路87号	226007	徐明	徐晓红	钱晋	理事	0513-81050311	0513-81050044	Foundation@nttec.edu.cn		0.0	0.0	0.0	0.0	10.0	2A	公益性捐赠税前扣除资格
853	2014	南通经济技术开发区见义勇为基金会	Nantong Eco-tech Development-zone Foundation for Justice and Courage	苏民基证字第00354号	509161229	弘扬美德，匡扶社会正义，维护社会稳定，促进精神文明建设。	管理和使用募集资金，表彰、奖励见义勇为人员；抚恤、救济见义勇为牺牲、伤残人员及其家属；组织开展各种活动，推动社会治安见义勇为事业的发展；接受政府委托的其他有关任务。	公募	2011年12月27日	500万元	省级民政部门	江苏省民政厅	江苏省南通市崇川区经济技术开发区星湖大道1698号	226009	瞿建	陈一鸣	何振宇	工作人员	0513-85026649	0513-85026615	331675127@qq.com		2.0	0.0	1.0	1.0	59.0	1A	公益性捐赠税前扣除资格
854	2014	南通职业大学教育发展基金会	Nantong Vocational College Education Development Foundation	苏民基证字第00254号	509160226	遵守中华人民共和国宪法、法律、法规、规章和国家政策；遵守社会道德风尚；致力于加强南通职业大学与各地校友和国内外各界友好人士的联系与合作；筹集办学资金，开展经常性的助学、助教活动，奖励、资助南通职业大学师生；积蓄财力，推动南通职业大学教育事业的发展。	（一）接受社会捐赠和政府资助；（二）资助贫困生完成学业；（三）奖励优秀师生；（四）支持学校建设与发展。	非公募	2010年02月07日	400万元	省级民政部门	江苏省教育厅	江苏省南通市崇川区青年东路139号	226007	万军	王建新	万军	秘书长	0513-81050908	0513-81050812	63106218@qq.com								公益性捐赠税前扣除资格
