机构ID	机构名称	数据年度	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
866	厦门市妇女儿童发展基金会	2014	2,726,885.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,726,885.50	1,748,844.01	0.00	0.00	0.00	1,748,844.01	0.00		978,041.49	215,727.95	0.00	0.00	0.00	0.00	0.00	300,000.00	18,859.68	534,587.63	1,114,730.90	74,859.96	0.00	0.00	1,189,590.86	0.00		-655,003.23
867	厦门市教育基金会	2014	40,413,735.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40,413,735.95	41,448,103.34	0.00	0.00	0.00	41,448,103.34	166,658.04		-867,709.35	688,968.96	0.00	0.00	0.00	2,817,490.39	0.00	0.00	0.00	3,506,459.35	4,723,634.92	981,545.86	0.00	0.00	5,705,180.78	-166,658.04		5,961,913.71
868	厦门市红十字基金会	2014	6,585,706.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,585,706.01	6,336,470.17	0.00	0.00	0.00	6,336,470.17	0.00		249,235.84	4,462,384.96	0.00	0.00	0.00	0.00	0.00	3,079,945.18	192,285.72	7,734,615.86	8,197,142.60	1,104,835.63	177,056.99	0.00	9,479,035.22	0.00		-1,744,419.36
869	厦门市翔业爱心基金会	2014	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	934,284.27	0.00	0.00	0.00	934,284.27	0.00		1,065,715.73	1,671,943.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,671,943.65	95,190.99	19,889.29	-17,413.02	0.00	97,667.26	0.00		1,574,276.42
870	厦门市翔安区教育基金会	2014	15,173,061.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15,173,061.80	0.00	0.00	0.00	0.00	0.00	-1,044,529.00		14,128,532.80	9,649,100.00	0.00	0.00	0.00	0.00	2,550,000.00	0.00	3,049,958.01	15,249,058.01	14,926,299.00	365,662.29		0.00	15,291,961.29	1,044,529.00		1,001,625.72
871	厦门市老年基金会	2014	5,594,400.00	0.00	0.00	0.00	0.00	800,000.00	2,722,732.89	53,066.85	9,170,199.74	4,617,206.32	0.00	0.00	0.00	4,617,206.32	-92,126.50		4,460,866.92	536,694.00	0.00	0.00	0.00	0.00	0.00	2,991,374.50	30,025.47	3,558,093.97	2,710,702.72	341,088.40	0.00	0.00	3,051,791.12	92,126.50		598,429.35
872	厦门市集美社公业基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,800,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,800,000.00	1,324,366.00	108,610.65	0.00	0.00	1,432,976.65	0.00		622,541.73
873	厦门市革命传统教育发展基金会	2014	349,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	349,000.00	159,200.00	0.00	0.00	0.00	159,200.00	0.00		189,800.00	1,080,000.00	0.00	0.00	0.00	0.00	0.00	0.00	106,629.29	1,186,629.29	1,003,900.00	34,375.25	0.00	0.00	1,038,275.25	0.00		148,417.04
874	厦门建安慈善基金会	2014	5,745,860.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,745,860.54	1,153,535.50	0.00	0.00	0.00	1,153,535.50	9,116.80		4,601,441.84	2,536,060.00	0.00	0.00	0.00	0.00	0.00	36,098.63	249,175.98	2,821,334.61	2,678,333.20	379,548.72	0.00	0.00	3,057,881.92	-9,116.80		-245,664.11
875	厦门春水爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	417,859.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	417,859.52	206,813.00	2,700.00	-3,732.57	0.00	205,780.43	0.00		212,079.09
876	厦门残疾人福利基金会	2014	4,440,477.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,440,477.06	3,056,703.02	0.00	0.00	0.00	3,056,703.02	0.00		1,383,774.04	1,471,000.70	0.00	0.00	0.00	0.00	1,500,000.00	0.00	564,584.27	3,535,584.97	2,455,673.50	573,098.42	0.00	0.00	3,028,771.92	0.00		506,813.05
877	厦门眼科中心光明基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,750,000.00	0.00	0.00	0.00	0.00	0.00	0.00	5,459.12	4,755,459.12	4,664,062.73	3,691.50	0.00	0.00	4,667,754.23	0.00		87,704.89
878	厦门第一中学教育基金会	2014	1,480,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,480,000.00	1,709,697.10	0.00	0.00	0.00	1,709,697.10	-258,040.00		-487,737.10	289,480.80	0.00	0.00	0.00	0.00	0.00	481,668.33	28,798.02	799,947.15	527,473.00	58,935.00	0.00	0.00	586,408.00	258,040.00		471,579.15
879	厦门苏颂科技教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	83,500.00	0.00	0.00	0.00	0.00	0.00	0.00	3,676.17	87,176.17	171,639.00	7,531.86	217.00	0.00	179,387.86	-92,211.69		-92,211.69
880	厦门观音寺慈善基金会	2014	631,330.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	631,330.00	26,411.50	0.00	0.00	0.00	26,411.50	-631,330.00		-26,411.50	179,225.00	0.00	0.00	0.00	0.00	0.00	0.00	20,789.00	200,014.00	714,600.00	29,266.55	198.00	2,000.00	746,064.55	631,330.00		85,279.45
881	厦门集友陈嘉庚教育基金会	2014	10,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,000.00	10,000.00	0.00	0.00	0.00	10,000.00	0.00		0.00	10,000.00	0.00	0.00	0.00	0.00	0.00	0.00	204,590.99	214,590.99	525,819.50	10,982.60	0.00	0.00	536,802.10	0.00		-322,211.11
882	友成企业家扶贫基金会	2014	40,434,914.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40,434,914.76	0.00	0.00	0.00	0.00	0.00	-39,096,562.75		1,338,352.01	11,567,875.00	0.00	0.00	0.00	0.00	0.00	8,914,872.33	43,907.77	20,526,655.10	50,557,902.63	-109,261.06	0.00	0.00	50,448,641.57	39,096,562.75		9,174,576.28
883	双流县教育基金会	2014	9,100.00	0.00	0.00	0.00	0.00	40,970.75	0.00	0.00	50,070.75	140,861.00	0.00	0.00	0.00	140,861.00	-136,270.60		-227,060.85	562,586.00	0.00	0.00	0.00	0.00	0.00	0.00	184,764.29	747,350.29	640,070.60	12,547.80	0.00	0.00	652,618.40	136,270.60		231,002.49
884	句容市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	150,000.00	0.00	0.00	150,000.00	0.00	125,000.00	0.00	25,000.00	150,000.00	0.00		123,677.36	0.00	0.00	0.00	0.00	0.00	432,000.00	0.00	124,625.20	556,625.20	429,227.00	835.04	0.00	2,885.80	432,947.84	0.00		0.00
887	台州市老年事业发展基金会	2014	150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	150,000.00	1,641,900.00	0.00	0.00	0.00	1,641,900.00	0.00		-1,491,900.00	0.00	0.00	0.00	0.00	0.00	220,000.00	0.00	1,348,074.97	1,568,074.97	0.00	60,764.10	0.00	65,184.00	125,948.10	0.00		1,442,126.87
888	台州市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	150,000.00	0.00	0.00	0.00	0.00	200,000.00	190,859.64	26,585.79	567,445.43	267,315.00	11,846.50	0.00	0.00	279,161.50	0.00		288,283.93
889	台州市路桥区教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32,322.64	32,322.64	714,408.00	89,734.00	0.00	0.00	804,142.00	0.00		-771,819.36
890	台州市黄岩区慈善基金会	2014	759,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	759,000.00	764,000.00	0.00	0.00	0.00	764,000.00	0.00		0.00	701,000.00	0.00	0.00	0.00	0.00	0.00	0.00	6,453.87	707,453.87	465,500.00	64,701.00	242.80	0.00	530,443.80	0.00		0.00
891	台州市黄岩区教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16,307.25	16,307.25	7,155.00	70.00	0.00	0.00	7,225.00	0.00		9,082.25
892	台州职业技术学院涌泉奖助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,509,817.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,509,817.80	612,000.00	14,812.00	0.00	0.00	626,812.00	0.00		1,257,649.72
893	合浦县同心共建和谐基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	10,978.92	210,978.92	200,000.00	9,587.00	0.00	0.00	209,587.00	0.00		1,391.92
894	合肥宝业救助特困群体基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	306,000.00	456,000.00	450,000.00	1,623.80	-2,320.44	0.00	449,303.36	0.00		6,696.64
895	合肥工业大学教育基金会	2014	29,663,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29,663,000.00	24,526,770.40	58,444.30	0.00	0.00	24,585,214.70	0.00		5,793,720.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
896	合肥市关爱环卫工人基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	58,200.00	0.00	0.00	0.00	0.00	0.00	23,917.81	6,972.32	89,090.13	135,000.00	0.00	0.00	3,241.00	138,241.00	0.00		-49,150.87
897	合肥市巾帼妇女发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	170,000.00	0.00	0.00	0.00	0.00	0.00	81,000.00	0.00	251,000.00	234,920.00	0.00	15.72	0.00	234,935.72	0.00		16,064.28
898	合肥市幸福瑶海公益慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	345,000.00	9,808.58	-400,656.12	0.00	-45,847.54	0.00		45,847.54
899	合肥市见义勇为奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	132,452.80	132,452.80	133,000.00	1,200.00	0.00	0.00	134,200.00	0.00		-1,747.20
900	合肥市阳光志愿服务基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	900,000.00	0.00	0.00	0.00	0.00	0.00	0.00	13,059.95	913,059.95	17,550.00	790.68	0.00	0.00	18,340.68	0.00		894,719.27
902	吉林大学唐敖庆教育基金会	2014	50,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50,000.00	50,000.00	0.00	0.00	0.00	50,000.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	773,663.77	145,761.73	919,425.50	525,180.00	14,867.00	0.00	0.00	540,047.00	0.00		379,378.50
903	吉林大学教育基金会	2014	116,486,491.94	0.00	0.00	0.00	0.00	0.00	502,148.77	677,876.24	117,666,516.95	11,313,686.58	0.00	0.00	0.00	11,313,686.58	0.00		106,352,830.37	0.00	0.00	0.00	0.00	0.00	0.00	512,876.70	210,949.13	723,825.83	209,525.85	302,669.44	0.00	0.00	512,195.29	0.00		211,630.54
904	吉林大学第一医院医学发展和医学援助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	9,527,253.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,527,253.29	13,611,466.15	88,489.50	-32,844.47	0.00	13,667,111.18	0.00		-4,139,857.89
905	吉林市公安民警优抚基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,025,000.00	0.00	0.00	0.00	0.00	0.00	0.00	94,814.50	4,119,814.50	1,617,210.00	445.50	0.00	0.00	1,617,655.50	0.00		2,502,159.00
906	吉林市白山发电厂爱心救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	89,950.00	0.00	0.00	0.00	0.00	0.00	0.00	62,309.99	152,259.99	161,905.00	6,000.00	0.00	5.50	167,910.50	0.00		-15,650.51
908	吉林师范大学助学基金会	2014	700,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	700,000.00	2,035,690.60	1,285.80	0.00	0.00	2,036,976.40	0.00		-1,336,976.40	396,100.00	0.00	0.00	0.00	0.00	0.00	0.00	142,836.15	538,936.15	217,850.00	110,492.30	0.00	0.00	328,342.30	0.00		210,593.85
909	吉林省康乃尔公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,450,000.00	0.00	0.00	0.00	0.00	0.00	0.00	4,401.65	1,454,401.65	1,370,500.00	11,273.50	0.00	0.00	1,381,773.50	0.00		72,628.15
910	吉林省中东爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	108,782.50	0.00	0.00	0.00	0.00	0.00	0.00	63,473.13	172,255.63	360,122.19	6,672.50	0.00	17.60	366,812.29	0.00		-194,556.66
911	吉林省交通助老基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	230,000.00	0.00	0.00	0.00	0.00	0.00	0.00	24.54	230,024.54	217,032.00	17,221.03	0.00	0.00	234,253.03	0.00		-4,228.49
912	吉林省人口福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	431,393.00	0.00	0.00	0.00	0.00	1,000,000.00	0.00	2,880,390.67	4,311,783.67	3,761,965.65	329,196.62	0.00	861.40	4,092,023.67	0.00		219,760.00
913	吉林省人才开发基金会	2014	0.00	0.00	0.00	0.00	0.00	30,000,000.00	0.00	0.00	30,000,000.00	9,210,007.30	0.00	0.00	0.00	9,210,007.30	0.00		20,789,992.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	144,769.33	144,769.33	0.00	73,873.60	0.00	0.00	73,873.60	0.00		70,895.73
914	吉林省体育事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	192,394.53	8,105.60	200,500.13	0.00	8,996.00	0.00	0.00	8,996.00	0.00		191,404.13
915	吉林省公安民警优抚基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	14,290.52	314,290.52	1,793,595.86	15,981.00	0.00	0.00	1,809,576.86	0.00		-1,495,286.34
916	吉林省农村信用社慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	5,350,000.00	0.00	0.00	0.00	0.00	0.00	0.00	59,691.74	5,409,691.74	5,819,600.00	26,000.00	0.00	0.00	5,845,600.00	0.00		-435,908.26
917	吉林省大禹助学基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	868,150.00	5,500.00	101.26	0.00	873,751.26	0.00		-873,751.26
919	吉林省富奥汽车技术与管理创新基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	221,917.80	23,737.53	245,655.33	625,000.00	24,465.00	0.00	0.00	649,465.00	0.00		-403,809.67
920	吉林省延边朝鲜族自治州老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,100,000.00	0.00	0.00	0.00	0.00	480,000.00	0.00	1,877.09	1,581,877.09	1,070,000.00	7,116.00	0.00	0.00	1,077,116.00	0.00		504,761.09
921	吉林省志愿服务发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,431,800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,431,800.00	2,382,843.00	62,082.30	19,500.00	0.00	2,464,425.30	0.00		979,466.24
924	吉林省振国健康事业公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	295,000.00	0.00	0.00	0.00	0.00	0.00	0.00	4,452.53	299,452.53	293,761.51	0.00	0.00	0.00	293,761.51	0.00		5,536.02
925	吉林省教育基金会	2014	10,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,000,000.00	17,000,000.00	0.00	0.00	0.00	17,000,000.00	0.00		-7,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,049,345.16	1,049,345.16	965,883.30	55,239.40	0.00	0.00	1,021,122.70	0.00		28,222.46
928	吉林省残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	10,223,917.84	0.00	0.00	0.00	0.00	20,000,000.00	1,461,944.93	71,412.68	31,757,275.45	5,172,398.00	82,458.76	0.00	0.00	5,254,856.76	0.00		26,502,418.69
930	吉林省神华社会救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	5,500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	3,604.42	5,503,604.42	1,594,973.50	8,704.50	0.00	284.00	1,603,962.00	0.00		3,899,642.42
931	吉林省绿化基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	320,200.00	0.00	0.00	0.00	0.00	0.00	0.00	11,454.71	331,654.71	577,355.50	11,307.61	0.00	55,400.00	644,063.11	0.00		-312,408.40
932	吉林省老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	1,450,000.00	0.00	0.00	1,450,000.00	0.00	505,678.69	0.00	0.00	505,678.69	0.00		944,321.31	2,683,314.00	0.00	0.00	0.00	0.00	0.00	0.00	227,257.56	2,910,571.56	3,172,525.81	124,836.27	0.00	2,050.11	3,299,412.19	0.00		-388,840.63
933	吉林省荒漠化治理基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	624,594.83	624,594.83	11,500.00	286,023.55	0.00	0.00	297,523.55	0.00		327,071.28
934	吉林省见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,428,000.00	0.00	0.00	0.00	0.00	650,000.00	0.00	51,146.50	4,129,146.50	1,657,325.37	115,819.68	0.00	0.00	1,773,145.05	0.00		2,356,001.45
935	吉林省青少年发展基金会	2014	15,427,412.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15,427,412.25	10,540,992.70	0.00	0.00	0.00	10,540,992.70	-35,769.81		4,850,649.74	19,553.51	0.00	0.00	0.00	0.00	0.00	0.00	218,378.51	237,932.02	0.00	485,859.35	0.00	0.00	485,859.35	35,769.81		-212,157.52
936	吉林省青年创业就业基金会	2014	1,800,000.00	0.00	0.00	0.00	0.00	5,000,000.00	0.00	0.00	6,800,000.00	664,560.00	0.00	0.00	0.00	664,560.00	0.00		6,135,440.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,833.71	9,833.71	0.00	100,855.46	0.00	0.00	100,855.46	0.00		-91,021.75
937	宁夏回族自治区同心县同德公益慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	409,100.00	0.00	0.00	0.00	0.00	100,000.00	0.00	8,059.32	517,159.32	458,750.00	40,580.00	0.00	52,675.00	552,005.00	0.00		-34,845.68
938	启东市孙锦昌助学奖学教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	388,000.00	0.00	0.00	0.00	0.00	0.00	44,710.78	682,200.00	1,114,910.78	963,796.00	35,431.80	653.68	0.00	999,881.48	0.00		115,029.30
939	启东市慈善基金会	2014	4,316,005.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,316,005.00	4,155,790.00	0.00	0.00	0.00	4,155,790.00	0.00		160,215.00	14,055,801.78	0.00	0.00	0.00	0.00	0.00	0.00	3,709,461.28	17,765,263.06	8,483,486.60	64,037.81	0.00	0.00	8,547,524.41	0.00		9,217,738.65
940	启东市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	6,000,000.00	0.00	0.00	6,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	17,100.00	0.00	0.00	0.00	0.00	0.00	0.00	700,000.00	717,100.00	410,693.00	53,043.00	0.00	0.00	463,736.00	0.00		253,364.00
942	吴作人国际美术基金会	2014	358,800.00	0.00	77,984.00	0.00	0.00	0.00	0.00	0.00	436,784.00	1,546,797.62	0.00	0.00	0.00	1,546,797.62	0.00		-1,110,013.62	0.00	0.00	0.00	0.00	0.00	0.00	320,134.57	1,389.84	321,524.41	668,088.71	-103,252.74	0.00	0.00	564,835.97	0.00		-243,311.56
943	吴江常青帮困基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	166.33	166.33	2,100,000.00	2,500.00	0.00	364.30	2,102,864.30	0.00		-2,102,697.97
944	吴江盛虹爱心基金会	2014	0.00	0.00	0.00	500700.00	0.00	0.00	0.00	0.00	500,700.00	0.00	0.00	0.00	0.00	0.00	0.00		500,700.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.94	6.94	800,000.00	113,498.40	-77,868.85	0.00	835,629.55	0.00		-835,622.61
945	吴阶平医学基金会	2014	32,381,536.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32,381,536.24	30,678,217.89	0.00	0.00	0.00	30,678,217.89	0.00		1,703,318.35	2,210,529.84	0.00	0.00	0.00	0.00	0.00	0.00	568,160.01	2,778,689.85	0.00	2,079,424.02	0.00	0.00	2,079,424.02	0.00		699,265.83
946	周培源基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	486,426.00	0.00	200,000.00	0.00	0.00	0.00	695,430.14	1,750.64	1,383,606.78	863,096.06	58,009.61	0.00	0.00	921,105.67	0.00		462,501.11
947	呼伦贝尔市扶贫基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,490,000.00	0.00	0.00	0.00	0.00	40,000.00	0.00	0.00	1,530,000.00	1,490,000.00	72,003.00	0.00	0.00	1,562,003.00	0.00		-32,003.00
948	呼和浩特市赛罕区新希望教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	4,860.03	304,860.03	237,670.20	3,670.00	0.00	0.00	241,340.20	0.00		63,519.83
950	哈尔滨医科大学发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	11,265,000.00	0.00	0.00	0.00	0.00	0.00	0.00	84,963.60	11,349,963.60	4,564,509.83	287,211.20	0.00	0.00	4,851,721.03	0.00		6,498,242.57
951	哈尔滨商业大学教育发展基金会	2014	1,039,405.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,039,405.70	823,581.44	0.00	0.00	0.00	823,581.44	0.00		215,824.26	30,000.00	0.00	0.00	0.00	0.00	0.00	130,326.00	14,657.53	174,983.53	16,800.00	23,358.50	0.00	0.00	40,158.50	0.00		134,825.03
952	哈尔滨工业大学教育发展基金会	2014	42,920,772.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	42,920,772.14	32,214,217.22	0.00	0.00	0.00	32,214,217.22	0.00		10,706,554.92	10,832,420.00	0.00	0.00	0.00	0.00	0.00	26,308.37	3,554,013.12	14,412,741.49	3,404,719.60	263,168.32	0.00	0.00	3,667,887.92	0.00		10,744,853.57
953	哈尔滨工程大学教育发展基金会	2014	7,727,928.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,727,928.53	4,888,879.55	0.00	0.00	0.00	4,888,879.55	0.00		2,839,048.98	500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	1,481,636.12	1,981,636.12	375,138.01	312,779.45	0.00	0.00	687,917.46	0.00		1,293,718.66
954	哈尔滨市公安民警救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	203,000.00	0.00	0.00	0.00	0.00	0.00	0.00	2,102.92	205,102.92	958,000.00	4,525.00	0.00	0.00	962,525.00	0.00		0.00
956	哈尔滨市南岗区残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	947,072.00	0.00	0.00	0.00	0.00	0.00	0.00	132,729.98	1,079,801.98	1,167,570.79	119,955.80	0.00	1,200.00	1,288,726.59	0.00		-208,924.61
