机构ID	机构名称	数据年度	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
1147	宁夏回族自治区燕宝慈善基金会	2014	150,097,200.00	0.00	0.00	0.00	0.00	175,084.00	150,272,284.00	151,594,897.00	804,543.80	710,575.84	517,852.65	153,627,869.29	-3,355,585.29	0.00	0.00	0.00	0.00	0.00	812,650.00	0.00	0.00	812,650.00	-812,650.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4,168,235.29
1148	宁夏瑞信安琪爱心基金会	2014	982,132.00	0.00	0.00	0.00	0.00	2,000,417.14	2,982,549.14	697,550.67	8,359.40	0.00	79,526.70	785,436.77	2,197,112.37	0.00	0.00	0.00	0.00	0.00	7,660.00	0.00	0.00	7,660.00	-7,660.00	0.00	0.00	0.00	0.00	0.00	516.00	516.00	-516.00	0.00	2,188,936.37
1152	宁夏路桥公益基金会	2014	1,719,900.00	0.00	0.00	0.00	0.00	38,892.23	1,758,792.23	1,121,000.00	0.00	0.00	2,050.20	1,123,050.20	635,742.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	635,742.03
1155	宁夏回族自治区隆德县神宁民间文化艺术发展基金会	2014	0.00	0.00	0.00	0.00	0.00	1,711.97	1,711.97	0.00	0.00	0.00	120.00	120.00	1,591.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,591.97
1156	宁夏青年创业就业基金会	2014	0.00	0.00	0.00	0.00	440,000.00	13,877.95	453,877.95	440,000.00	0.00	0.00	2,436.00	442,436.00	11,441.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,441.95
1157	宁夏麦丽燕基金会	2014	1,164,387.24	0.00	0.00	0.00	10,000.00	108,101.96	1,282,489.20	1,736,811.42	39,451.62	0.00	35,461.02	1,811,724.06	-529,234.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-529,234.86
1158	宁夏黄河银行助学基金会	2014	8,217,205.10	0.00	0.00	0.00	0.00	78,902.08	8,296,107.18	6,152,500.00	0.00	0.00	2,000.00	6,154,500.00	2,141,607.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,141,607.18
1159	宁德市教育发展基金会	2014	256,000.00	0.00	0.00	0.00	0.00	0.00	256,000.00	152,000.00	1,700.00	0.00	304,078.30	457,778.30	-201,778.30	3,600,000.00	17,260.27	0.00	3,000,000.00	6,617,260.27	0.00	3,600,000.00	3,000,000.00	6,600,000.00	17,260.27	155,832.00	4,261.21	160,093.21	0.00	0.00	200.00	200.00	159,893.21	0.00	-24,624.82
1160	宁波华茂教育基金会	2014	2,622,386.95	0.00	0.00	0.00	58,755.48	0.00	2,681,142.43	18,716,830.84	94,520.00	0.00	204,993.61	19,016,344.45	-16,335,202.02	167,200,000.00	6,240,503.80	0.00	0.00	173,440,503.80	8,900.00	205,000,000.00	0.00	205,008,900.00	-31,568,396.20	46,446,364.83	0.00	46,446,364.83	0.00	0.00	0.00	0.00	46,446,364.83	0.00	-1,457,233.39
1161	宁波协合预防肿瘤基金会	2014	132,500.00	0.00	0.00	0.00	0.00	0.00	132,500.00	68,000.00	10,800.00	0.00	133,935.92	212,735.92	-80,235.92	0.00	0.00	0.00	0.00	0.00	0.00	2,400,000.00	0.00	2,400,000.00	-2,400,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,480,235.92
1162	宁波博约博物馆文化发展基金会	2014	0.00	0.00	0.00	0.00	0.00	5,602.37	5,602.37	0.00	0.00	0.00	2,100.00	2,100.00	3,502.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,502.37
1163	宁波双林预防肿瘤基金会	2014	0.00	0.00	0.00	0.00	0.00	3,523.59	3,523.59	301,700.00	13,500.00	0.00	1,600.00	316,800.00	-313,276.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-313,276.41
1164	宁波大学教育发展基金会	2014	20,754,155.31	0.00	0.00	0.00	0.00	1,691,116.23	22,445,271.54	13,678,192.94	0.00	0.00	141,368.11	13,819,561.05	8,625,710.49	0.00	4,200,000.00	0.00	0.00	4,200,000.00	0.00	0.00	0.00	0.00	4,200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,825,710.49
1165	宁波太平洋慈善基金会	2014	1,180,000.00	0.00	0.00	0.00	0.00	1,767,406.99	2,947,406.99	3,415,134.00	75,200.00	0.00	32,702.55	3,523,036.55	-575,629.56	0.00	0.00	0.00	1,595,000.00	1,595,000.00	153,051.00	0.00	0.00	153,051.00	1,441,949.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	866,319.44
1166	宁波工程学院教育发展基金会	2014	3,404,247.66	0.00	0.00	0.00	0.00	0.00	3,404,247.66	2,063,385.47	0.00	0.00	4,170.00	2,067,555.47	1,336,692.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,336,692.19
1167	宁波市人民教育基金会	2014	2,300,000.00	0.00	0.00	0.00	0.00	3,474,817.28	5,774,817.28	6,018,142.70	15,400.00	12,097.58	80.00	6,045,720.28	-270,903.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1168	宁波市北仑区人民教育基金会	2014	1,971,946.10	0.00	0.00	0.00	30,000.00	40,746.99	2,042,693.09	1,399,800.00	0.00	0.00	915,422.00	2,315,222.00	-272,528.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-272,528.91
1169	宁波市慈湖中学教育发展基金会	2014	776,377.20	0.00	0.00	0.00	0.00	4,418.33	780,795.53	350,592.20	6,000.00	1,800.00	1,446.00	359,838.20	420,957.33	11,800,000.00	241,938.87	0.00	0.00	12,041,938.87	40,000.00	13,000,000.00	0.00	13,040,000.00	-998,061.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-577,103.80
1170	宁波市戏曲艺术发展基金会	2014	0.00	0.00	0.00	0.00	0.00	70,692.68	70,692.68	0.00	0.00	0.00	4,919.00	4,919.00	65,773.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65,773.68
1171	宁波市扶贫基金会	2014	0.00	0.00	0.00	0.00	0.00	1,812,841.58	1,812,841.58	1,114,660.00	146,942.90	0.00	455,660.97	1,717,263.87	95,577.71	0.00	0.00	0.00	0.00	0.00	6,998.00	0.00	0.00	6,998.00	-6,998.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	88,579.71
1172	宁波市效实中学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	193,375.00	193,375.00	0.00	0.00	0.00	193,375.00	193,375.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1173	宁波市残疾人福利基金会	2014	2,112.00	0.00	0.00	0.00	0.00	267,046.00	269,158.00	30,000.00	0.00	0.00	15,048.00	45,048.00	224,110.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	224,110.00
1174	宁波市江东区人民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	254,015.06	254,015.06	505,400.00	0.00	0.00	10,022.00	515,422.00	-261,406.94	0.00	286,940.46	0.00	0.00	286,940.46	0.00	0.00	0.00	0.00	286,940.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25,533.52
1175	宁波市江北区人民教育基金会	2014	1,500,000.00	0.00	0.00	0.00	0.00	965,653.47	2,465,653.47	1,500,000.00	0.00	0.00	33,911.94	1,533,911.94	931,741.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	931,741.53
1176	宁波市海曙区人民教育基金会	2014	722,595.00	0.00	0.00	0.00	0.00	0.00	722,595.00	727,319.00	0.00	0.00	32,602.00	759,921.00	-37,326.00	0.00	582,661.68	0.00	0.00	582,661.68	0.00	0.00	0.00	0.00	582,661.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	545,335.68
1177	宁波市老年福利基金会	2014	0.00	0.00	0.00	0.00	0.00	225.83	225.83	200,000.00	0.00	2,920.00	0.00	202,920.00	-202,694.17	0.00	180,000.00	0.00	0.00	180,000.00	0.00	0.00	0.00	0.00	180,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1178	宁波市职工救急济难基金会	2014	1,663,692.00	0.00	0.00	0.00	0.00	241,771.12	1,905,463.12	1,587,082.00	0.00	0.00	1,972.90	1,589,054.90	316,408.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	316,408.22
1179	宁波市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	145,900.83	145,900.83	0.00	0.00	0.00	87,520.00	87,520.00	58,380.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58,380.83
1180	宁波市鄞州区人民教育基金会	2014	13,474,000.00	0.00	0.00	0.00	0.00	879,676.31	14,353,676.31	11,421,952.00	0.00	0.00	4,550.50	11,426,502.50	2,927,173.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,927,173.81
1181	宁波市鄞州区正始中学教育发展基金会	2014	1,220,415.00	0.00	0.00	0.00	0.00	100,709.20	1,321,124.20	130,000.00	0.00	0.00	328,290.50	458,290.50	862,833.70	0.00	238,250.00	0.00	0.00	238,250.00	0.00	0.00	0.00	0.00	238,250.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,101,083.70
1182	宁波市镇海区人民教育基金会	2014	1,789,637.80	0.00	0.00	0.00	0.00	9,564,439.43	11,354,077.23	0.00	0.00	0.00	13,531,569.37	13,531,569.37	-2,177,492.14	7,385,279.79	0.00	0.00	8,111,991.92	15,497,271.71	0.00	0.00	14,072,510.00	14,072,510.00	1,424,761.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1183	宁波市镇海区富的教育基金会	2014	9,800,000.00	0.00	0.00	0.00	0.00	48,630.49	9,848,630.49	0.00	0.00	0.00	1,613,845.50	1,613,845.50	8,234,784.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1184	宁波市镇海区老年福利基金会	2014	390,001.00	0.00	0.00	0.00	900,000.00	2,060,031.17	3,350,032.17	2,074,380.27	79,825.00	8,290.75	1,086,129.94	3,248,625.96	101,406.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1185	宁波舜大慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	2,692.68	2,692.68	200,000.00	0.00	0.00	0.00	200,000.00	-197,307.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-197,307.32
1186	宁波诺丁汉大学教育发展基金会	2014	954,687.86	0.00	0.00	0.00	962,000.00	145,155.19	2,061,843.05	550,555.48	0.00	0.00	735.05	551,290.53	1,510,552.52	0.00	0.00	0.00	912,796.97	912,796.97	0.00	0.00	0.00	0.00	912,796.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,423,349.49
1187	宁波鄞州银行公益基金会	2014	15,528,401.41	0.00	0.00	0.00	0.00	27,148.89	15,555,550.30	9,829,793.26	281,720.02	0.00	486,876.24	10,598,389.52	4,957,160.78	121,300,000.00	6,700,912.17	0.00	0.00	128,000,912.17	13,590.00	132,500,000.00	0.00	132,513,590.00	-4,512,677.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	444,482.95
1188	宁海王春文慈善基金会	2014	110,000.00	0.00	0.00	0.00	0.00	6.86	110,006.86	100,000.00	0.00	0.00	5,500.00	105,500.00	4,506.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,506.86
1189	安利公益基金会	2014	36,015,746.52	0.00	0.00	0.00	0.00	2,940,576.35	38,956,322.87	66,306,072.79	2,397,764.73	0.00	794,240.01	69,498,077.53	-30,541,754.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-30,541,754.66
1190	安吉县企业家助学基金会	2014	0.00	0.00	0.00	0.00	0.00	511.77	511.77	245,000.00	37,236.72	0.00	25,400.60	307,637.32	-307,125.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-307,125.55
1191	安岳县教育基金会	2014	1,373,500.00	0.00	0.00	0.00	0.00	137,872.45	1,511,372.45	833,300.00	0.00	0.00	22,940.61	856,240.61	655,131.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	655,131.84
1192	安庆市长卿脑卒中防治基金会	2014	0.00	0.00	0.00	0.00	0.00	313,613.15	313,613.15	0.00	0.00	0.00	315,834.00	315,834.00	-2,220.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,220.85
1193	安徽交通职业技术学院教育基金会	2014	191,780.00	0.00	0.00	0.00	0.00	1,180.74	192,960.74	224,787.30	0.00	0.00	20,054.65	244,841.95	-51,881.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-51,881.21
1194	安徽华普慈善基金会	2014	268,350.00	0.00	0.00	0.00	0.00	42,447.81	310,797.81	287,800.00	0.00	0.00	2,984.50	290,784.50	20,013.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,013.31
1195	安徽双赢慈善基金会	2014	380,950.00	0.00	0.00	0.00	0.00	92,400.00	473,350.00	639,129.00	60,050.00	0.00	4,447.79	703,626.79	-230,276.79	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	2,000,000.00	-2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,230,276.79
1196	安徽国祯爱心慈善基金会	2014	1,683,569.50	0.00	0.00	0.00	56,000.00	0.00	1,739,569.50	2,319,948.64	156,470.00	0.00	0.00	2,476,418.64	-736,849.14	500,000.00	216,000.00	0.00	0.00	716,000.00	0.00	1,000,000.00	0.00	1,000,000.00	-284,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,020,849.14
1197	安徽大学教育基金会	2014	19,425,000.00	0.00	0.00	0.00	0.00	79,609.41	19,504,609.41	10,427,080.70	131,570.00	67,344.26	277,011.52	10,903,006.48	8,601,602.93	27,090,000.00	6,383,584.04	0.00	0.00	33,473,584.04	5,320.00	0.00	41,690,000.00	41,695,320.00	-8,221,735.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	379,866.97
1198	安徽天徽慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	96.60	96.60	0.00	0.00	1,000.00	281.00	1,281.00	-1,184.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,184.40
1200	安徽实践家文教慈善基金会	2014	2,670,347.00	0.00	0.00	0.00	136,000.00	0.00	2,806,347.00	2,487,038.30	221,009.68	0.00	60,381.06	2,768,429.04	37,917.96	3,000,000.00	195,384.68	0.00	0.00	3,195,384.68	220,505.00	3,500,000.00	0.00	3,720,505.00	-525,120.32	200,000.00	0.00	200,000.00	0.00	0.00	12,810.48	12,810.48	187,189.52	0.00	-300,012.84
1201	安徽工业大学教育发展基金会	2014	5,633,500.00	0.00	0.00	0.00	529,200.00	73,855.69	6,236,555.69	7,081,392.11	0.00	0.00	3,045,553.08	10,126,945.19	-3,890,389.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,490,000.00	3,490,000.00	0.00	0.00	0.00	0.00	3,490,000.00	0.00	-400,389.50
1202	安徽师范大学教育基金会	2014	1,805,600.00	0.00	0.00	0.00	0.00	0.00	1,805,600.00	1,538,720.00	0.00	0.00	74,884.93	1,613,604.93	191,995.07	0.00	200,585.19	0.00	0.00	200,585.19	0.00	0.00	0.00	0.00	200,585.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	392,580.26
1203	安徽张治中文化教育基金会	2014	100,329.73	0.00	0.00	0.00	0.00	0.00	100,329.73	0.00	57,698.50	243,274.00	62,286.17	363,258.67	-262,928.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-262,928.94
1204	安徽桐城农商银行公益基金会	2014	200,000.00	0.00	0.00	0.00	0.00	0.00	200,000.00	533,725.00	0.00	0.00	482.40	534,207.40	-334,207.40	10,000,000.00	1,085,400.00	0.00	0.00	11,085,400.00	0.00	10,000,000.00	49,833.33	10,049,833.33	1,035,566.67	0.00	2,678.04	2,678.04	0.00	0.00	0.00	0.00	2,678.04	0.00	704,037.31
1205	安徽梦都慈善基金会	2014	100,000.00	0.00	0.00	0.00	0.00	2,097,110.11	2,197,110.11	196,000.00	0.00	0.00	2,001,067.30	2,197,067.30	42.81	0.00	50,000.00	0.00	0.00	50,000.00	0.00	1,950,000.00	0.00	1,950,000.00	-1,900,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,899,957.19
1206	安徽泗县慈善基金会	2014	1,684,050.00	20,000.00	0.00	0.00	80,000.00	637,729.49	2,421,779.49	870,180.00	112,651.20	37,433.00	2,663.80	1,022,928.00	1,398,851.49	0.00	0.00	0.00	500,000.00	500,000.00	0.00	0.00	1,900,000.00	1,900,000.00	-1,400,000.00	0.00	0.00	0.00	0.00	0.00	1,249.50	1,249.50	-1,249.50	0.00	-2,398.01
1207	安徽省中宜教育基金会	2014	96,000.00	0.00	0.00	0.00	0.00	0.00	96,000.00	96,000.00	0.00	0.00	1,307.07	97,307.07	-1,307.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,307.07
1208	安徽省中小学幼儿教师奖励基金会	2014	230,500.00	0.00	0.00	0.00	0.00	2,200.03	232,700.03	270,183.50	24,000.00	0.00	10,062.10	304,245.60	-71,545.57	0.00	727,730.89	0.00	0.00	727,730.89	23,039.00	0.00	0.00	23,039.00	704,691.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	633,146.32
1209	安徽省人口基金会	2014	91,520,000.00	0.00	0.00	0.00	1,000,000.00	343,650.11	92,863,650.11	66,048,110.00	424,838.32	138,970.50	756,992.70	67,368,911.52	25,494,738.59	729,100,000.00	5,734,019.64	0.00	0.00	734,834,019.64	131,760.00	769,000,000.00	0.00	769,131,760.00	-34,297,740.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-8,803,001.77
1210	安徽省仁众教育基金会	2014	3,591,033.50	0.00	0.00	0.00	0.00	1,825.45	3,592,858.95	1,802,781.00	49,800.00	0.00	12,415.50	1,864,996.50	1,727,862.45	0.00	154,173.97	0.00	0.00	154,173.97	0.00	1,000,000.00	0.00	1,000,000.00	-845,826.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	882,036.42
1211	安徽省体育事业发展基金会	2014	4,001,600.00	0.00	0.00	0.00	610,532.00	121,374.29	4,733,506.29	1,388,604.10	0.00	23,433.20	0.00	1,412,037.30	3,321,468.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,321,468.99
1212	安徽省儿童少年基金会	2014	3,049,169.00	0.00	0.00	0.00	120,823.48	108,499.14	3,278,491.62	2,692,274.12	66,839.56	118,596.84	7,600.00	2,885,310.52	393,181.10	500,000.00	13,016.41	0.00	0.00	513,016.41	0.00	0.00	0.00	0.00	513,016.41	0.00	0.00	0.00	0.00	0.00	58,900.00	58,900.00	-58,900.00	0.00	847,297.51
1213	安徽省刘少雄博爱基金会	2014	30,000.00	0.00	0.00	0.00	0.00	15,378.24	45,378.24	24,500.00	0.00	0.00	24,760.50	49,260.50	-3,882.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,882.26
1214	安徽省古籍整理出版基金会	2014	0.00	0.00	0.00	0.00	0.00	5,061.72	5,061.72	0.00	10,600.00	0.00	360,614.49	371,214.49	-366,152.77	0.00	270,000.00	0.00	0.00	270,000.00	2,870.00	0.00	0.00	2,870.00	267,130.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-99,022.77
1216	安徽省国际文化艺术发展基金会	2014	1,391,041.14	0.00	0.00	0.00	0.00	0.00	1,391,041.14	600,000.00	55,589.70	0.00	4,992.22	660,581.92	730,459.22	0.00	0.00	0.00	0.00	0.00	0.00	144,849.38	0.00	144,849.38	-144,849.38	0.00	0.00	0.00	0.00	432.11	0.00	432.11	-432.11	0.00	585,177.73
1217	安徽省安庆一中教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	4,632.19	4,632.19	748,646.00	0.00	0.00	3,695.50	752,341.50	-747,709.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-747,709.31
1218	安徽省安庆市桐城中学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	234,725.00	0.00	0.00	234,725.00	-234,725.00	0.00	0.00	0.00	0.00	0.00	0.00	1,649,174.50	0.00	1,649,174.50	-1,649,174.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,883,899.50
1222	安徽省文化艺术基金会	2014	4,640,000.00	0.00	0.00	0.00	0.00	5,029,962.65	9,669,962.65	3,300,000.00	118,465.78	0.00	5,024,784.70	8,443,250.48	1,226,712.17	0.00	0.00	0.00	0.00	0.00	0.00	1,000,000.00	0.00	1,000,000.00	-1,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	226,712.17
1223	安徽李恩三慈善基金会	2014	60,000.00	0.00	0.00	0.00	0.00	151,759.88	211,759.88	225,304.20	0.00	0.00	9,700.30	235,004.50	-23,244.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-23,244.62
1224	安徽省残疾人福利基金会	2014	2,640,500.00	0.00	0.00	0.00	500,000.00	405,757.82	3,546,257.82	4,083,060.15	115,400.00	37,160.65	93,544.52	4,329,165.32	-782,907.50	1,950,000.00	0.00	0.00	0.00	1,950,000.00	15,730.00	0.00	0.00	15,730.00	1,934,270.00	0.00	0.00	0.00	0.00	0.00	18,079.00	18,079.00	-18,079.00	0.00	1,133,283.50
1225	安徽省浮山中学教育发展基金会	2014	1,283,100.00	0.00	0.00	0.00	0.00	2,161.90	1,285,261.90	323,800.00	4,000.00	75,000.00	12,380.90	415,180.90	870,081.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	870,081.00
1226	安徽省烟花爆竹行业规范发展奖励基金会	2014	979,000.00	0.00	0.00	0.00	0.00	180,000.00	1,159,000.00	178,574.33	0.00	0.00	0.00	178,574.33	980,425.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	980,425.67
1228	安徽省相淮公益基金会	2014	0.00	0.00	0.00	0.00	0.00	2,604,855.17	2,604,855.17	168,000.00	0.00	0.00	2,117,275.00	2,285,275.00	319,580.17	0.00	28,709.65	0.00	0.00	28,709.65	0.00	800,000.00	0.00	800,000.00	-771,290.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-451,710.18
1229	安徽省红十字基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1230	安徽省老年基金会	2014	1,292,920.00	0.00	0.00	0.00	0.00	2,933.92	1,295,853.92	1,746,022.78	63,000.00	63,933.84	40,038.32	1,912,994.94	-617,141.02	2,600,000.00	545,808.62	0.00	0.00	3,145,808.62	8,049.00	2,500,000.00	0.00	2,508,049.00	637,759.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,618.60
1232	安徽省见义勇为基金会	2014	305,000.00	0.00	0.00	0.00	0.00	117,055.24	422,055.24	0.00	82,986.10	3,082.00	775,035.07	861,103.17	-439,047.93	10,000,000.00	1,140,430.64	0.00	0.00	11,140,430.64	0.00	12,000,000.00	0.00	12,000,000.00	-859,569.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,298,617.29
